,i,j,Lon,Lat,SL,UC,Code,Error
1483,3359,2905,111.95,-6.81666666666666,59.398871373032,53.579946999469,13,212
1484,3360,2905,111.983333333333,-6.81666666666666,50.789066467278,45.070464819342,13,212
1485,3361,2905,112.016666666667,-6.81666666666666,40.024638376616,34.389467885817,13,212
1486,3362,2905,112.05,-6.81666666666666,28.739133060737,23.17880062399,13,212
1487,3363,2905,112.083333333333,-6.81666666666666,17.345708458589,11.881734055965,13,212
1488,3364,2905,112.116666666667,-6.81666666666666,4.24363939750901,-1.117686394213,13,212
1489,3365,2905,112.15,-6.81666666666666,-9.36330122052598,-14.635699352416,13,212
1490,3366,2905,112.183333333333,-6.81666666666666,-19.682970065767,-24.861931100086,13,212
1491,3367,2905,112.216666666667,-6.81666666666666,-26.572429925876,-31.639381185226,13,212
1492,3368,2905,112.25,-6.81666666666666,-33.048058251416,-37.960290565489,13,212
1493,3369,2905,112.283333333333,-6.81666666666666,-39.93339899285,-44.651827062486,13,212
1494,3370,2905,112.316666666667,-6.81666666666666,-45.894213419105,-50.453020200752,13,212
1495,3371,2905,112.35,-6.81666666666666,-47.482861076865,-51.929208857314,13,212
1496,3372,2905,112.383333333333,-6.81666666666666,-45.081918985583,-49.401678957999,13,212
1497,3373,2905,112.416666666667,-6.81666666666666,-38.756114126626,-42.923156789269,13,212
1498,3374,2905,112.45,-6.81666666666666,-25.951314198747,-29.969012787611,13,212
1499,3375,2905,112.483333333333,-6.81666666666666,-11.129884176725,-15.00898169547,13,212
1500,3376,2905,112.516666666667,-6.81666666666666,1.510501954533,-2.24872597680701,13,212
1501,3377,2905,112.55,-6.81666666666666,13.153543941488,9.47582698408101,13,212
1502,3378,2905,112.583333333333,-6.81666666666666,23.715851745581,20.074711780424,13,212
1503,3379,2905,112.616666666667,-6.81666666666666,31.915277773711,28.220624622646,13,212
1504,3380,2905,112.65,-6.81666666666666,40.073523724842,36.170257093185,13,212
1505,3381,2905,112.683333333333,-6.81666666666666,49.9624471722569,45.8565125771472,13,212
1506,3382,2905,112.716666666667,-6.81666666666666,60.4817533986296,56.2812252408975,13,212
1507,3383,2905,112.75,-6.81666666666666,71.2898188738739,66.8953892764497,13,212
1508,3384,2905,112.783333333333,-6.81666666666666,82.0238813418108,77.2927218417658,13,212
1509,3385,2905,112.816666666667,-6.81666666666666,91.3281274091944,86.356052575959,13,212
1510,3386,2905,112.85,-6.81666666666666,97.8965543917183,93.0359472996198,13,212
1511,3387,2905,112.883333333333,-6.81666666666666,101.568287588368,97.33779493274,13,212
1512,3388,2905,112.916666666667,-6.81666666666666,103.020676433408,99.5918019380698,13,212
1513,3389,2905,112.95,-6.81666666666666,102.874570140569,100.042775721912,13,212
1514,3390,2905,112.983333333333,-6.81666666666666,102.686151421316,100.338259625184,13,212
1515,3391,2905,113.016666666667,-6.81666666666666,104.179444809851,102.357166260163,13,212
1516,3392,2905,113.05,-6.81666666666666,107.117935595675,106.211178753987,13,212
1517,3393,2905,113.083333333333,-6.81666666666666,109.868317860152,110.563077385854,13,212
1518,3394,2905,113.116666666667,-6.81666666666666,111.424031070295,113.824973146868,13,212
1519,3395,2905,113.15,-6.81666666666666,111.466964721518,115.2470998088,13,212
1520,3396,2905,113.183333333333,-6.81666666666666,110.265280576065,115.039488558429,13,212
1521,3316,2904,110.516666666667,-6.78333333333333,89.6241072397321,87.068265345267,13,212
1522,3317,2904,110.55,-6.78333333333333,88.8715422656957,86.2632259615215,13,212
1523,3318,2904,110.583333333333,-6.78333333333333,83.8641729582365,81.1587513943632,13,212
1524,3319,2904,110.616666666667,-6.78333333333333,74.6786868469043,71.8355182653656,13,212
1525,3320,2904,110.65,-6.78333333333333,64.0086732839587,61.0268900160753,13,212
1526,3321,2904,110.683333333333,-6.78333333333333,56.1914232781168,53.0692634197456,13,212
1527,3322,2904,110.716666666667,-6.78333333333333,53.9218758843544,50.6536358843544,13,212
1528,3323,2904,110.75,-6.78333333333333,56.0883496487365,52.668399648736,13,212
1529,3324,2904,110.783333333333,-6.78333333333333,60.9535103141773,57.3819803141773,13,212
1530,3325,2904,110.816666666667,-6.78333333333333,68.708924760518,64.986484760507,13,212
1531,3326,2904,110.85,-6.78333333333333,80.2795024546261,76.4073424546261,13,212
1532,3327,2904,110.883333333333,-6.78333333333333,96.7506084740592,92.7304584740592,13,212
1533,3328,2904,110.916666666667,-6.78333333333333,115.773104716443,111.607184716415,13,212
1534,3329,2904,110.95,-6.78333333333333,130.815540264472,126.506590264472,13,212
1535,3330,2904,110.983333333333,-6.78333333333333,136.572391028847,132.123641028847,13,212
1536,3331,2904,111.016666666667,-6.78333333333333,130.112663941426,125.527843941456,13,212
1537,3332,2904,111.05,-6.78333333333333,112.745066274238,108.028376274238,13,212
1538,3333,2904,111.083333333333,-6.78333333333333,92.3561246063708,87.5122246063708,13,212
1539,3334,2904,111.116666666667,-6.78333333333333,77.233747284319,72.2677372843448,13,212
1540,3335,2904,111.15,-6.78333333333333,71.1854185914272,66.1028185914272,13,212
1541,3336,2904,111.183333333333,-6.78333333333333,73.5847487301212,68.391498730116,13,212
1542,3337,2904,111.216666666667,-6.78333333333333,81.3044049057112,76.0068049056988,13,212
1543,3338,2904,111.25,-6.78333333333333,91.5098985369104,86.1146185369104,13,212
1544,3339,2904,111.283333333333,-6.78333333333333,102.361722783748,96.8757727837328,13,212
1545,3340,2904,111.316666666667,-6.78333333333333,112.277824573381,106.70852457337,13,212
1546,3341,2904,111.35,-6.78333333333333,119.835984325997,114.190924325997,13,212
1547,3342,2904,111.383333333333,-6.78333333333333,125.53594477047,119.822984770465,13,212
1548,3343,2904,111.416666666667,-6.78333333333333,131.031899716231,125.261369813613,13,212
1549,3344,2904,111.45,-6.78333333333333,137.582990252932,131.767894260644,13,212
1550,3345,2904,111.483333333333,-6.78333333333333,144.689240610258,138.837678624039,13,212
1551,3346,2904,111.516666666667,-6.78333333333333,150.00571747842,144.11697759924,13,212
1552,3347,2904,111.55,-6.78333333333333,152.139310179584,146.215134157876,13,212
1553,3348,2904,111.583333333333,-6.78333333333333,151.218053983918,145.283674065894,13,212
1554,3349,2904,111.616666666667,-6.78333333333333,146.089389765638,140.15570283781,13,212
1555,3350,2904,111.65,-6.78333333333333,136.88982178337,130.951274631916,13,212
1556,3351,2904,111.683333333333,-6.78333333333333,128.489764190531,122.5556696118,13,212
1557,3352,2904,111.716666666667,-6.78333333333333,125.163405141727,119.240155470862,13,212
1558,3353,2904,111.75,-6.78333333333333,123.496999182307,117.589613830972,13,212
1559,3354,2904,111.783333333333,-6.78333333333333,120.186156649998,114.314035424306,13,212
1560,3355,2904,111.816666666667,-6.78333333333333,116.947520091687,111.136446712188,13,212
1561,3356,2904,111.85,-6.78333333333333,115.36519351918,109.601753048247,13,212
1562,3357,2904,111.883333333333,-6.78333333333333,115.320614977909,109.579672415049,13,212
1563,3358,2904,111.916666666667,-6.78333333333333,113.6011327125,107.886161211239,13,212
1564,3359,2904,111.95,-6.78333333333333,107.340190455856,101.695026036584,13,212
1565,3360,2904,111.983333333333,-6.78333333333333,97.8066642449449,92.2915965298618,13,212
1566,3361,2904,112.016666666667,-6.78333333333333,86.8829206324414,81.4596964838945,13,212
1567,3362,2904,112.05,-6.78333333333333,74.239312070797,68.8614705535509,13,212
1568,3363,2904,112.083333333333,-6.78333333333333,60.028619801296,54.723867857619,13,212
1569,3364,2904,112.116666666667,-6.78333333333333,45.031514652792,39.82579142816,13,212
1570,3365,2904,112.15,-6.78333333333333,32.588400485687,27.488847636724,13,212
1571,3366,2904,112.183333333333,-6.78333333333333,26.172441186696,21.162521510208,13,212
1572,3367,2904,112.216666666667,-6.78333333333333,22.995404684469,18.070109314751,13,212
1573,3368,2904,112.25,-6.78333333333333,18.561852503579,13.785968923621,13,212
1574,3369,2904,112.283333333333,-6.78333333333333,10.60701472403,6.06694247424801,13,212
1575,3370,2904,112.316666666667,-6.78333333333333,-1.492459331936,-5.82342327088102,13,212
1576,3371,2904,112.35,-6.78333333333333,-13.328642628903,-17.534639876015,13,212
