,i,j,Lon,Lat,SL,UC,Code,Error
26592734,3135,2938,104.483333333333,-7.91666666666667,19.1253378992814,16.740006919632,13,212
26592735,3136,2938,104.516666666667,-7.91666666666667,17.2005392344793,15.1184586810712,13,212
26592736,3137,2938,104.55,-7.91666666666667,15.0418673049177,13.2812683645698,13,212
26592737,3138,2938,104.583333333333,-7.91666666666667,13.0556885976718,11.5391744875339,13,212
26592738,3139,2938,104.616666666667,-7.91666666666667,11.5137275830227,10.1145740014342,13,212
26592739,3140,2938,104.65,-7.91666666666667,10.4753259144865,9.1007698038942,13,212
26592740,3141,2938,104.683333333333,-7.91666666666667,9.8514922373154,8.4276344479706,13,212
26592741,3142,2938,104.716666666667,-7.91666666666667,9.6201601694931,8.1144646938905,13,212
26592742,3143,2938,104.75,-7.91666666666667,9.808304878352,8.2444888422054,13,212
26592743,3144,2938,104.783333333333,-7.91666666666667,10.4661801552642,8.8286977379613,13,212
26592744,3145,2938,104.816666666667,-7.91666666666667,11.4162928112618,9.6553560720558,13,212
26592745,3146,2938,104.85,-7.91666666666667,12.2769192253834,10.3377993328949,13,212
26592746,3147,2938,104.883333333333,-7.91666666666667,12.3875042623461,10.3442364714933,13,212
26592747,3148,2938,104.916666666667,-7.91666666666667,11.0933858550901,9.1102986767951,13,212
26592748,3149,2938,104.95,-7.91666666666667,8.6131250362952,6.7917211856287,13,212
26592749,3150,2938,104.983333333333,-7.91666666666667,5.3323451630307,3.744627350642,13,212
26592750,3151,2938,105.016666666667,-7.91666666666667,1.4803250419019,0.184735516319702,13,212
26592751,3152,2938,105.05,-7.91666666666667,-2.0973732586021,-3.1012194769304,13,212
26592752,3153,2938,105.083333333333,-7.91666666666667,-4.5677395683348,-5.3186602167488,13,212
26592753,3154,2938,105.116666666667,-7.91666666666667,-6.1438444279684,-6.6466077501454,13,212
26592754,3155,2938,105.15,-7.91666666666667,-7.3633635753826,-7.6122391315778,13,212
26592755,3156,2938,105.183333333333,-7.91666666666667,-8.4153622641863,-8.479637532594,13,212
26592756,3157,2938,105.216666666667,-7.91666666666667,-9.1298374787492,-9.1989648284482,13,212
26592757,3158,2938,105.25,-7.91666666666667,-9.4167514529369,-9.580679315884,13,212
26592758,3159,2938,105.283333333333,-7.91666666666667,-10.0108463766641,-9.9472720011424,13,212
26592759,3160,2938,105.316666666667,-7.91666666666667,-11.3825212231839,-10.6126093165363,13,212
26592760,3161,2938,105.35,-7.91666666666667,-12.8963378852854,-11.5179910961573,13,212
26592761,3162,2938,105.383333333333,-7.91666666666667,-14.2177073494256,-12.5752682384326,13,212
26592762,3163,2938,105.416666666667,-7.91666666666667,-15.7146187315796,-13.9196232267959,13,212
26592763,3164,2938,105.45,-7.91666666666667,-17.7323778035927,-15.8251687324355,13,212
26592764,3165,2938,105.483333333333,-7.91666666666667,-19.9492226022589,-17.9291593379728,13,212
26592765,3166,2938,105.516666666667,-7.91666666666667,-21.5258740190678,-19.4431281090973,13,212
26592766,3167,2938,105.55,-7.91666666666667,-21.8642641972802,-19.7267466224224,13,212
26592767,3168,2938,105.583333333333,-7.91666666666667,-21.1297732289665,-18.8943696306446,13,212
26592768,3169,2938,105.616666666667,-7.91666666666667,-19.9501310536349,-17.5803052663167,13,212
26592769,3170,2938,105.65,-7.91666666666667,-18.8319654397223,-16.3129763159947,13,212
26592770,3171,2938,105.683333333333,-7.91666666666667,-17.7427796369528,-15.1239718965095,13,212
26592771,3172,2938,105.716666666667,-7.91666666666667,-16.6154441110543,-13.9501746509197,13,212
26592772,3173,2938,105.75,-7.91666666666667,-16.0615133967819,-13.3247525143358,13,212
26592773,3174,2938,105.783333333333,-7.91666666666667,-16.4229622881989,-13.5304254668161,13,212
26592774,3175,2938,105.816666666667,-7.91666666666667,-17.6566531936102,-14.522529746375,13,212
26592775,3176,2938,105.85,-7.91666666666667,-20.0409377037213,-16.6333692267609,13,212
26592776,3177,2938,105.883333333333,-7.91666666666667,-24.0357955810842,-20.3850408032043,13,212
26592777,3178,2938,105.916666666667,-7.91666666666667,-28.9491202868818,-25.0528218511905,13,212
26592778,3179,2938,105.95,-7.91666666666667,-33.8858347888199,-29.6946106461089,13,212
26592779,3180,2938,105.983333333333,-7.91666666666667,-38.9091630062665,-34.430337477637,13,212
26592780,3181,2938,106.016666666667,-7.91666666666667,-43.5616810958842,-38.8377361374191,13,212
26592781,3182,2938,106.05,-7.91666666666667,-47.0177815598353,-41.9900447616393,13,212
26592782,3183,2938,106.083333333333,-7.91666666666667,-49.0736398120828,-43.667570689512,13,212
26592783,3184,2938,106.116666666667,-7.91666666666667,-50.0188417313032,-44.2937385749297,13,212
26592784,3185,2938,106.15,-7.91666666666667,-50.6416801105645,-44.6003942475774,13,212
26592785,3186,2938,106.183333333333,-7.91666666666667,-51.8235126843694,-45.3758612819606,13,212
26592786,3187,2938,106.216666666667,-7.91666666666667,-54.2300776517488,-47.2914453907385,13,212
26592787,3188,2938,106.25,-7.91666666666667,-58.8487139172008,-51.339034664951,13,212
26592788,3189,2938,106.283333333333,-7.91666666666667,-65.3511352822135,-57.2312762456566,13,212
26592789,3190,2938,106.316666666667,-7.91666666666667,-71.6543344050716,-62.9412070232807,13,212
26592790,3191,2938,106.35,-7.91666666666667,-76.6943515647588,-67.5957650711852,13,212
26592791,3192,2938,106.383333333333,-7.91666666666667,-80.3041059453769,-71.2458070571711,13,212
26592792,3193,2938,106.416666666667,-7.91666666666667,-82.7278391617844,-74.1106584918044,13,212
26592793,3194,2938,106.45,-7.91666666666667,-84.2548249097888,-76.2519357007265,13,212
26592794,3195,2938,106.483333333333,-7.91666666666667,-85.6371966699674,-78.2323694358246,13,212
26592795,3196,2938,106.516666666667,-7.91666666666667,-87.88975714746,-81.026699412662,13,212
26592796,3197,2938,106.55,-7.91666666666667,-91.1966755882684,-84.7920108215386,13,212
26592797,3198,2938,106.583333333333,-7.91666666666667,-94.6196297191373,-88.6183354824969,13,212
26592798,3199,2938,106.616666666667,-7.91666666666667,-97.2219651106961,-91.566061504144,13,212
26592799,3200,2938,106.65,-7.91666666666667,-99.4535818060297,-93.9024530408729,13,212
26592800,3201,2938,106.683333333333,-7.91666666666667,-101.417055209805,-95.6984854298919,13,212
26592801,3202,2938,106.716666666667,-7.91666666666667,-102.781807630787,-96.8700035105443,13,212
26592802,3203,2938,106.75,-7.91666666666667,-103.526591275548,-97.5937637958676,13,212
26592803,3204,2938,106.783333333333,-7.91666666666667,-103.811949133115,-97.883190731025,13,212
26592804,3205,2938,106.816666666667,-7.91666666666667,-104.274387412178,-98.1380108105059,13,212
26592805,3206,2938,106.85,-7.91666666666667,-104.856383810032,-98.4335659760804,13,212
26592806,3207,2938,106.883333333333,-7.91666666666667,-104.692930592957,-98.0140419321134,13,212
26592807,3208,2938,106.916666666667,-7.91666666666667,-103.242738176595,-96.2886656532765,13,212
26592808,3209,2938,106.95,-7.91666666666667,-100.737189515895,-93.7016599596911,13,212
26592809,3210,2938,106.983333333333,-7.91666666666667,-98.2718696032004,-91.4589454950186,13,212
26592810,3211,2938,107.016666666667,-7.91666666666667,-95.4521459966439,-89.0649321777509,13,212
26592811,3212,2938,107.05,-7.91666666666667,-91.2159047425793,-85.3745686334215,13,212
26592812,3213,2938,107.083333333333,-7.91666666666667,-86.1019686480921,-80.8731524999848,13,212
26592813,3214,2938,107.116666666667,-7.91666666666667,-80.5874239756753,-75.9700608477646,13,212
26592814,3215,2938,107.15,-7.91666666666667,-73.6761617670234,-69.6279288532796,13,212
26592815,3216,2938,107.183333333333,-7.91666666666667,-66.1209248534795,-62.6117323348548,13,212
26592816,3217,2938,107.216666666667,-7.91666666666667,-60.29271220415,-57.2256476342691,13,212
26592817,3218,2938,107.25,-7.91666666666667,-58.5330508641522,-55.7499696799571,13,212
26592818,3219,2938,107.283333333333,-7.91666666666667,-61.9710815785957,-59.3059254475175,13,212
26592819,3220,2938,107.316666666667,-7.91666666666667,-69.5814226941975,-66.8381108337501,13,212
26592820,3221,2938,107.35,-7.91666666666667,-79.5757028570742,-76.5511391147753,13,212
26592821,3222,2938,107.383333333333,-7.91666666666667,-89.571394414742,-86.0689040252729,13,212
26592822,3223,2938,107.416666666667,-7.91666666666667,-97.4761601305555,-93.3430937478497,13,212
26592823,3224,2938,107.45,-7.91666666666667,-102.522300596886,-97.7177089912257,13,212
26592824,3225,2938,107.483333333333,-7.91666666666667,-104.831873465532,-99.4262637627935,13,212
26592825,3226,2938,107.516666666667,-7.91666666666667,-105.287333307461,-99.4929871919379,13,212
26592826,3227,2938,107.55,-7.91666666666667,-105.539588391902,-99.7765332746252,13,212
26592827,3228,2938,107.583333333333,-7.91666666666667,-108.622433851373,-103.384108531725,13,212
26592828,3229,2938,107.616666666667,-7.91666666666667,-115.939780243834,-111.479707386943,13,212
26592829,3230,2938,107.65,-7.91666666666667,-125.549145714205,-121.822951767294,13,212
26592830,3231,2938,107.683333333333,-7.91666666666667,-137.186854764575,-134.05532841011,13,212
26592831,3232,2938,107.716666666667,-7.91666666666667,-150.086436888753,-147.481759102096,13,212
26592832,3233,2938,107.75,-7.91666666666667,-159.377367664311,-157.268498623414,13,212
26592833,3234,2938,107.783333333333,-7.91666666666667,-160.198897597567,-158.431115302708,13,212
26592834,3235,2938,107.816666666667,-7.91666666666667,-152.510579972774,-150.910509598673,13,212
26592835,3236,2938,107.85,-7.91666666666667,-141.646650108994,-140.160327199737,13,212
26592836,3237,2938,107.883333333333,-7.91666666666667,-128.288584519645,-126.922554752398,13,212
26592837,3238,2938,107.916666666667,-7.91666666666667,-109.726573894652,-108.459291847489,13,212
26592838,3239,2938,107.95,-7.91666666666667,-93.297120154354,-92.1023612060155,13,212
26592839,3240,2938,107.983333333333,-7.91666666666667,-85.7870260484319,-84.6839417224306,13,212
26592840,3241,2938,108.016666666667,-7.91666666666667,-80.7462287574178,-79.767365934207,13,212
26592841,3242,2938,108.05,-7.91666666666667,-71.1106282011679,-70.3349811912232,13,212
26592842,3243,2938,108.083333333333,-7.91666666666667,-59.306052962739,-58.6904352446725,13,212
26592843,3244,2938,108.116666666667,-7.91666666666667,-48.1252940833508,-47.5651340565967,13,212
26592844,3245,2938,108.15,-7.91666666666667,-40.0793158368458,-39.5425364327898,13,212
26592845,3246,2938,108.183333333333,-7.91666666666667,-38.682126751529,-38.172752582808,13,212
26592846,3247,2938,108.216666666667,-7.91666666666667,-41.8718285427175,-41.4304465976626,13,212
26592847,3248,2938,108.25,-7.91666666666667,-45.5349024652804,-45.1703973010123,13,212
26592848,3249,2938,108.283333333333,-7.91666666666667,-44.5473676078437,-44.26375141636,13,212
26592849,3250,2938,108.316666666667,-7.91666666666667,-35.8984612026203,-35.7161479027137,13,212
26592850,3251,2938,108.35,-7.91666666666667,-23.1896681010797,-23.1128795474736,13,212
26592851,3252,2938,108.383333333333,-7.91666666666667,-11.2301807686223,-11.2542587732708,13,212
26592852,3253,2938,108.416666666667,-7.91666666666667,-0.263594121794199,-0.374303419983402,13,212
26592853,3254,2938,108.45,-7.91666666666667,9.7676133757605,9.5773058314694,13,212
26592854,3255,2938,108.483333333333,-7.91666666666667,22.4799573817887,22.1001873356081,13,212
26592855,3256,2938,108.516666666667,-7.91666666666667,42.0558493428961,41.3687573398419,13,212
26592856,3257,2938,108.55,-7.91666666666667,64.6503652484005,63.6680987919485,13,212
26592857,3258,2938,108.583333333333,-7.91666666666667,87.083498450046,85.903021802118,13,212
26592858,3259,2938,108.616666666667,-7.91666666666667,108.759758307097,107.464250229484,13,212
26592859,3260,2938,108.65,-7.91666666666667,127.045393035934,125.612285604632,13,212
26592860,3261,2938,108.683333333333,-7.91666666666667,139.267765023364,137.628543293652,13,212
26592861,3262,2938,108.716666666667,-7.91666666666667,148.082445816531,146.199655490498,13,212
26592862,3263,2938,108.75,-7.91666666666667,158.515382001807,156.429615691504,13,212
26592863,3264,2938,108.783333333333,-7.91666666666667,170.341370702757,168.225302219798,13,212
26592864,3265,2938,108.816666666667,-7.91666666666667,171.854606100131,169.8918394453,13,212
26603508,3109,2937,103.616666666667,-7.88333333333334,23.9187005247507,20.3896204341801,13,212
26603509,3110,2937,103.65,-7.88333333333334,23.6849582701994,20.4695749542776,13,212
